duration,packets,bytes,cpacket_ronnections,ate,byte_rate,protocol,src_ip,label
11,35753,1064853,422,3265,561265,UDP,71.106.83.198,DDoS
141,449,8449,1,15,3376,UDP,245.175.48.227,Normal
1,7633,3124503,637,4416,156583,TCP,118.199.228.114,DDoS
75,183,44895,8,11,4641,HTTP,6.136.60.244,Normal
34,3669,27504,322,312,3566,TCP,80.61.51.19,PortScan
25,1333,33633,248,371,1703,TCP,205.51.172.94,PortScan
14,909,29388,260,571,5627,TCP,139.15.124.70,PortScan
122,238,23493,7,48,4936,HTTP,180.156.164.154,Normal
33,711,9330,112,406,5305,TCP,19.112.59.133,PortScan
10,49645,2228429,327,7672,703195,UDP,49.80.50.215,DDoS
223,322,19366,2,59,4234,UDP,22.151.3.225,Normal
34,3551,21124,265,680,1920,TCP,36.132.35.142,PortScan
118,8878,386472,89,1958,25441,TCP,236.173.144.202,BruteForce
16,8354,2140740,341,9629,907802,UDP,118.230.137.95,DDoS
189,4432,255764,82,1740,17107,TCP,74.165.246.213,BruteForce
15,49672,3875492,136,9878,366345,TCP,243.32.145.45,DDoS
12,24763,1055169,194,4953,631222,TCP,96.76.92.118,DDoS
245,222,26279,4,18,4080,HTTP,165.33.246.57,Normal
140,390,39400,3,17,3560,TCP,89.220.86.15,Normal
288,472,38684,4,26,833,UDP,148.243.174.94,Normal
16,25912,998152,265,6566,474678,TCP,48.78.76.160,DDoS
130,377,21533,1,28,4724,UDP,142.132.99.179,Normal
54,5480,483886,23,517,36747,TCP,2.177.97.96,BruteForce
14,2023,25481,350,361,7137,TCP,160.195.149.244,PortScan
45,3278,28633,281,967,1426,TCP,83.164.96.41,PortScan
119,190,4461,10,40,1059,TCP,190.153.226.118,Normal
15,21162,2547124,875,3458,662830,TCP,135.181.25.108,DDoS
45,689,31047,105,207,8590,TCP,222.173.81.217,PortScan
8,4999,9209,219,824,3136,TCP,94.45.29.221,PortScan
44,3086,45849,174,896,4776,TCP,54.153.152.226,PortScan
100,449,39258,6,66,1495,TCP,4.60.225.88,Normal
102,166,45319,2,78,1594,HTTP,223.113.67.26,Normal
6,28428,2637021,417,3035,794554,TCP,220.225.106.77,DDoS
215,128,31084,1,82,4356,TCP,143.10.121.152,Normal
235,53,41053,3,18,2901,TCP,187.115.246.39,Normal
27,1956,17995,368,710,1688,TCP,253.77.54.73,PortScan
15,32466,1692191,997,4636,151651,UDP,139.193.164.205,DDoS
225,308,5324,1,28,2643,HTTP,36.149.131.255,Normal
18,32914,1861624,981,3956,736732,TCP,96.164.217.16,DDoS
14,40697,4215181,517,4240,477302,TCP,216.33.96.155,DDoS
55,3556,18144,401,568,8262,TCP,87.83.20.70,PortScan
129,415,33896,10,60,2818,UDP,81.148.69.125,Normal
164,7696,282122,98,554,33201,TCP,38.138.146.114,BruteForce
92,4525,88046,157,865,21948,TCP,47.34.158.80,BruteForce
138,44,43734,2,93,605,TCP,150.181.13.156,Normal
15,14204,769088,603,3662,935035,UDP,1.221.6.53,DDoS
49,9359,238833,103,1548,13411,TCP,44.182.3.229,BruteForce
114,65,14770,9,20,3298,TCP,1.233.41.184,Normal
17,38350,2116833,227,2767,276090,TCP,63.69.36.98,DDoS
288,163,36465,4,77,3547,HTTP,219.113.183.205,Normal
243,182,19025,6,29,4714,HTTP,96.10.59.92,Normal
12,32986,3369829,265,4641,658176,UDP,231.239.241.182,DDoS
41,7057,404644,50,1117,13011,TCP,21.83.38.158,BruteForce
56,2751,43743,421,651,7192,TCP,27.99.228.133,PortScan
156,4245,443783,76,565,36450,TCP,20.28.198.163,BruteForce
7,15588,4177750,708,6698,222256,TCP,89.158.227.107,DDoS
16,20765,3196548,847,5652,965661,TCP,82.166.40.25,DDoS
3,8575,3267297,300,4593,373805,UDP,189.13.217.4,DDoS
30,9252,332324,33,193,25715,TCP,98.56.49.49,BruteForce
62,8426,370161,29,805,35758,TCP,215.45.255.238,BruteForce
186,1218,126344,89,1234,40686,TCP,212.143.58.88,BruteForce
139,124,40749,9,78,1823,UDP,203.186.195.210,Normal
13,30110,688651,960,9523,688263,TCP,62.60.22.240,DDoS
142,3309,52405,139,1054,19095,TCP,19.73.51.22,BruteForce
98,131,17000,8,83,4337,HTTP,128.204.11.20,Normal
109,314,30037,9,100,3034,TCP,191.254.233.185,Normal
3,40016,823443,374,9037,128852,UDP,110.253.108.200,DDoS
286,300,27192,3,66,884,HTTP,212.157.11.110,Normal
48,2770,7507,114,319,1572,TCP,209.121.218.49,PortScan
1,34449,1644387,997,2355,189030,TCP,46.64.32.246,DDoS
2,36218,2310071,560,4585,498369,UDP,244.82.32.197,DDoS
55,1380,25819,404,453,1781,TCP,230.99.1.167,PortScan
17,16952,875807,291,8421,648892,TCP,35.229.35.248,DDoS
52,871,35075,156,589,2724,TCP,219.2.208.93,PortScan
3,11722,1583308,103,3224,877147,UDP,193.24.40.67,DDoS
12,2234,36492,336,315,3455,TCP,174.140.227.235,PortScan
18,6115,2034164,944,3294,697138,TCP,187.175.30.39,DDoS
14,10141,4398259,926,4595,197247,TCP,108.251.192.187,DDoS
93,444,45992,4,67,2699,TCP,213.7.180.241,Normal
60,1507,42057,442,922,5785,TCP,137.56.21.144,PortScan
14,32828,4847035,143,5924,546001,UDP,39.109.158.12,DDoS
221,124,33921,3,56,3986,UDP,255.169.198.70,Normal
68,30,38590,10,100,1099,TCP,43.97.128.101,Normal
1,8822,2111540,632,7917,157698,UDP,202.195.104.120,DDoS
13,2336,31575,425,745,4493,TCP,157.209.241.184,PortScan
6,41907,3451978,942,6920,372468,TCP,95.207.192.68,DDoS
152,1530,107588,179,1827,47291,TCP,210.6.43.215,BruteForce
4,15326,4489419,529,5460,214636,TCP,243.94.73.208,DDoS
154,8072,324145,96,1292,22817,TCP,249.251.32.73,BruteForce
110,71,31817,5,22,1703,TCP,18.56.104.165,Normal
13,8297,3703744,207,5846,321090,TCP,206.170.72.80,DDoS
1,27845,1296457,333,8130,495584,TCP,182.60.80.130,DDoS
151,473,8941,10,53,3293,UDP,12.248.141.68,Normal
4,10411,2070685,972,8029,423233,TCP,204.151.37.110,DDoS
54,703,21660,417,870,6767,TCP,92.249.238.31,PortScan
50,1531,6022,477,450,1908,TCP,250.176.117.54,PortScan
70,123,34480,4,98,4480,HTTP,181.132.232.177,Normal
76,227,24975,9,55,3363,TCP,171.70.123.7,Normal
219,80,37667,9,12,1816,UDP,57.19.118.46,Normal
20,40497,2168407,101,7321,621312,UDP,71.191.228.157,DDoS
11,8974,4870138,615,8568,194061,TCP,201.91.40.184,DDoS
285,410,40133,1,45,3489,HTTP,199.177.35.38,Normal
14,20872,4718446,371,6708,160145,TCP,63.177.242.175,DDoS
16,34045,4460037,939,4274,472455,UDP,225.249.87.190,DDoS
11,35385,4657516,139,6237,851380,TCP,182.46.213.237,DDoS
23,2412,36010,172,554,1360,TCP,204.143.80.179,PortScan
74,99,32204,4,99,2727,UDP,114.141.198.192,Normal
7,4892,5887,412,327,2809,TCP,196.132.89.250,PortScan
52,4702,29586,272,388,1012,TCP,126.90.228.74,PortScan
21,5215,414957,95,1654,13465,TCP,158.11.158.172,BruteForce
286,57,17342,9,28,353,UDP,79.92.64.242,Normal
106,2581,245551,148,719,45533,TCP,20.169.221.127,BruteForce
59,2194,11769,327,656,8346,TCP,193.202.47.101,PortScan
4,43880,1023627,463,1892,172360,TCP,6.193.60.50,DDoS
181,312,5468,10,79,3492,UDP,173.94.110.109,Normal
16,20204,3682622,182,2152,597499,UDP,233.156.232.46,DDoS
10,4122,13065,420,726,1509,TCP,4.202.77.82,PortScan
208,478,49035,2,69,4222,TCP,163.9.200.23,Normal
9,17722,4251284,717,6378,695479,TCP,28.23.72.122,DDoS
62,72,32680,7,11,820,HTTP,23.58.42.96,Normal
49,1077,294125,189,1139,45805,TCP,146.121.110.93,BruteForce
47,573,13983,446,840,2067,TCP,166.151.155.60,PortScan
83,277,4563,9,45,342,TCP,78.144.58.24,Normal
18,37789,3579915,666,8688,739934,UDP,117.235.156.234,DDoS
232,454,2274,6,26,4687,UDP,86.206.141.80,Normal
183,8142,78518,65,1130,26803,TCP,158.190.47.104,BruteForce
258,367,1533,2,79,1452,UDP,141.98.144.188,Normal
107,121,14848,3,39,3438,TCP,87.78.228.173,Normal
151,230,4861,7,85,147,UDP,18.24.58.98,Normal
11,20254,3433492,608,5272,772976,TCP,219.233.241.104,DDoS
108,387,32845,4,86,3234,HTTP,24.123.20.135,Normal
121,2641,76324,32,188,42820,TCP,8.254.11.197,BruteForce
85,423,30991,8,27,512,HTTP,255.166.207.1,Normal
19,31763,1498492,877,7505,793207,UDP,154.111.48.154,DDoS
190,9725,375256,51,135,19954,TCP,165.93.39.172,BruteForce
9,38724,645435,643,3706,594240,UDP,176.100.160.208,DDoS
7,30495,3458947,177,8335,916804,UDP,31.15.54.152,DDoS
179,8536,391522,123,303,31335,TCP,252.168.162.149,BruteForce
41,2731,46924,124,665,1919,TCP,22.33.220.238,PortScan
224,203,33501,4,40,2022,HTTP,128.125.97.49,Normal
214,287,32425,7,93,4437,TCP,221.48.116.176,Normal
193,7657,337356,25,1219,12518,TCP,245.225.120.221,BruteForce
20,33741,1576320,285,8544,582002,UDP,126.113.68.235,DDoS
24,6371,426577,192,634,37486,TCP,68.61.62.212,BruteForce
4,34018,2773673,583,5310,807866,TCP,243.128.121.212,DDoS
10,3282,6313,238,471,7596,TCP,167.202.6.44,PortScan
61,5663,468868,27,575,46124,TCP,126.94.148.221,BruteForce
92,346,35135,10,50,3140,HTTP,240.166.153.247,Normal
187,372,32064,5,29,2895,HTTP,46.239.201.2,Normal
20,30574,1403751,632,8608,545058,UDP,244.57.210.187,DDoS
59,1979,25179,446,219,9756,TCP,128.102.198.197,PortScan
95,4415,269465,116,1778,11669,TCP,177.156.240.57,BruteForce
4,36895,3658379,992,3919,344258,UDP,196.236.247.49,DDoS
141,8881,429520,56,1525,38656,TCP,10.60.55.37,BruteForce
11,32102,4479109,677,1139,586845,UDP,32.223.54.73,DDoS
18,24129,4201137,767,2730,741668,TCP,114.92.54.255,DDoS
31,4719,204148,164,164,30838,TCP,7.71.166.24,BruteForce
129,4841,267426,68,1009,47605,TCP,144.174.91.83,BruteForce
34,6441,272584,98,379,32414,TCP,240.171.125.51,BruteForce
32,4811,29295,481,378,8814,TCP,118.56.253.35,PortScan
67,8999,385948,176,1733,37882,TCP,232.84.68.91,BruteForce
136,4934,297073,111,575,38326,TCP,84.79.253.214,BruteForce
133,316,33616,5,75,2296,UDP,70.16.54.115,Normal
228,184,14885,1,78,3224,UDP,10.135.63.33,Normal
6,36766,2009639,741,4532,956503,TCP,214.56.173.102,DDoS
70,226,30916,2,59,2703,UDP,187.84.28.129,Normal
147,3048,159892,103,852,10015,TCP,131.61.182.178,BruteForce
19,17936,2031157,433,2033,486800,TCP,153.167.143.35,DDoS
199,8205,240105,161,813,10809,TCP,137.234.150.184,BruteForce
248,488,4734,6,83,1347,HTTP,175.156.209.204,Normal
118,4018,236243,101,1779,28480,TCP,68.136.108.77,BruteForce
9,3590,14427,119,576,4853,TCP,50.251.161.111,PortScan
290,446,12551,6,64,4826,UDP,205.81.224.122,Normal
29,2002,356844,65,1406,47978,TCP,17.1.107.244,BruteForce
22,2736,11728,298,499,5282,TCP,191.180.124.64,PortScan
18,23350,1350498,832,5050,463551,UDP,78.60.108.58,DDoS
4,39294,1251270,989,9313,404822,UDP,38.179.169.136,DDoS
38,2352,6701,359,434,7375,TCP,28.178.40.107,PortScan
1,36915,2229130,496,3567,185462,UDP,4.240.89.88,DDoS
16,28271,4641285,334,4037,492065,TCP,74.61.104.162,DDoS
189,452,8818,1,75,3439,UDP,240.59.132.147,Normal
25,3979,18104,350,829,9751,TCP,72.182.70.18,PortScan
55,2788,39781,247,631,9249,TCP,168.31.129.24,PortScan
45,8510,151405,72,984,44322,TCP,190.226.240.9,BruteForce
5,2719,18530,432,851,6386,TCP,76.225.81.218,PortScan
8,42333,4864394,799,5663,742189,UDP,212.229.99.31,DDoS
182,188,45689,5,59,2442,TCP,19.33.101.69,Normal
113,4249,352840,89,298,15445,TCP,195.166.59.32,BruteForce
196,318,38816,6,43,1203,HTTP,1.123.47.165,Normal
124,8712,450574,99,896,28886,TCP,99.153.142.165,BruteForce
143,4299,168995,64,1772,14293,TCP,44.230.207.79,BruteForce
33,2829,41504,198,992,7794,TCP,105.3.77.220,PortScan
2,43184,1833690,781,5964,816118,TCP,59.154.224.43,DDoS
38,3691,7089,79,770,8679,TCP,250.191.3.112,PortScan
2,30598,1085051,683,5178,243855,TCP,111.43.27.123,DDoS
56,4985,29131,351,988,8869,TCP,124.215.70.10,PortScan
25,5782,172702,29,1765,23134,TCP,239.238.28.133,BruteForce
59,596,29364,333,594,3906,TCP,54.64.14.233,PortScan
42,691,38821,80,351,5141,TCP,162.50.226.219,PortScan
75,2060,414550,176,1215,42493,TCP,98.188.120.244,BruteForce
112,2224,301284,87,780,15765,TCP,87.198.226.143,BruteForce
69,8521,441704,177,1308,27717,TCP,68.21.112.222,BruteForce
150,7722,211693,172,731,14237,TCP,140.26.110.222,BruteForce
9,48561,4658060,403,8292,841703,TCP,190.39.247.151,DDoS
41,4760,32612,487,329,1969,TCP,214.56.60.125,PortScan
11,11912,4214802,812,6321,293249,TCP,174.137.213.26,DDoS
15,26977,4523112,719,4480,441700,TCP,171.113.76.12,DDoS
50,432,7799,1,49,671,UDP,57.71.211.199,Normal
94,165,38242,7,81,4117,UDP,98.13.3.147,Normal
16,2945,10622,206,816,1461,TCP,132.83.238.78,PortScan
39,3205,25517,96,838,8441,TCP,210.234.180.34,PortScan
59,1603,12736,276,224,8986,TCP,73.140.165.106,PortScan
14,546,34701,289,245,4904,TCP,115.84.253.206,PortScan
12,9200,620605,689,2322,369295,UDP,88.192.182.119,DDoS
4,48896,2069172,574,6243,744790,TCP,26.37.247.134,DDoS
187,208,42351,7,25,1605,HTTP,248.235.64.255,Normal
6,1981,19587,363,389,1484,TCP,204.73.218.47,PortScan
5,22733,3598393,226,3975,690635,UDP,160.36.16.224,DDoS
35,2821,371515,135,446,46388,TCP,26.121.186.135,BruteForce
9,20007,2496944,733,1157,270654,TCP,98.83.250.212,DDoS
112,113,13690,1,65,2561,TCP,217.130.159.149,Normal
137,317,14308,5,48,2332,UDP,84.130.232.201,Normal
55,6944,258170,46,108,33402,TCP,204.54.153.58,BruteForce
81,4596,115896,86,694,30332,TCP,97.26.76.58,BruteForce
10,11399,4145687,629,7237,183166,TCP,215.83.139.72,DDoS
71,157,19621,10,56,197,HTTP,236.177.131.241,Normal
19,16959,3026409,973,3297,292975,TCP,88.31.169.49,DDoS
20,43003,2401798,766,5035,699231,UDP,98.184.192.188,DDoS
53,62,15231,8,46,3418,HTTP,27.134.94.198,Normal
106,118,47708,2,75,376,HTTP,216.102.80.97,Normal
198,82,12793,2,47,1056,TCP,102.148.197.20,Normal
16,19990,739181,720,1403,524227,TCP,194.74.215.117,DDoS
19,10133,2686833,236,8285,217916,TCP,151.154.28.162,DDoS
7,47895,848198,272,4145,808200,TCP,130.198.90.69,DDoS
36,2806,27404,338,362,1042,TCP,222.192.189.77,PortScan
2,13441,4970246,872,8749,566947,UDP,8.17.162.182,DDoS
103,240,1870,3,50,4281,UDP,161.124.101.157,Normal
55,1786,44555,470,799,9979,TCP,22.23.233.204,PortScan
70,48,33813,9,27,3541,UDP,231.230.118.44,Normal
21,1026,25685,99,568,7776,TCP,99.16.4.127,PortScan
53,9764,304624,98,932,37748,TCP,237.118.244.125,BruteForce
10,9655,1229118,827,5439,998367,UDP,138.105.45.227,DDoS
11,2166,19308,406,506,2593,TCP,215.147.69.131,PortScan
47,1744,12907,118,992,5631,TCP,234.70.40.191,PortScan
159,3631,129217,32,181,21650,TCP,28.111.188.81,BruteForce
199,275,4304,2,26,1167,HTTP,185.128.170.91,Normal
9,25033,1122734,849,4834,977051,TCP,158.72.216.6,DDoS
107,232,38279,9,29,607,HTTP,178.107.130.37,Normal
198,317,37890,5,45,2456,HTTP,136.59.35.122,Normal
18,29654,1085163,246,3694,158740,TCP,166.140.83.66,DDoS
10,31664,2143458,175,4244,278620,UDP,138.200.235.96,DDoS
18,1171,24627,354,348,1338,TCP,142.248.234.94,PortScan
161,251,30574,1,52,3853,HTTP,202.164.23.23,Normal
192,9809,51978,61,569,12269,TCP,217.48.239.215,BruteForce
299,426,2583,1,73,3070,UDP,101.40.227.20,Normal
161,9058,81421,86,659,47462,TCP,16.145.34.19,BruteForce
276,84,35547,3,63,1965,TCP,49.56.31.99,Normal
27,1558,18413,476,379,9719,TCP,25.165.81.29,PortScan
12,23438,3208591,615,8128,284159,UDP,237.59.163.191,DDoS
236,48,46128,1,51,3250,UDP,87.215.210.96,Normal
298,360,9409,4,24,414,HTTP,116.155.6.204,Normal
54,3269,27924,108,570,6169,TCP,207.255.156.4,PortScan
53,1249,250073,181,1035,46358,TCP,26.18.32.24,BruteForce
159,133,5646,5,45,650,TCP,254.171.6.238,Normal
46,1732,36106,334,401,6851,TCP,184.35.249.254,PortScan
17,44219,2940365,948,4131,767076,TCP,149.123.157.181,DDoS
13,11867,2659481,213,7238,817529,TCP,17.193.8.157,DDoS
8,49506,2099241,332,5442,477133,TCP,18.186.105.62,DDoS
39,2665,6516,265,842,1464,TCP,194.225.196.71,PortScan
51,531,21198,182,888,4583,TCP,2.99.186.244,PortScan
32,3273,36730,77,764,3414,TCP,21.241.142.129,PortScan
198,115,42010,10,11,4628,TCP,98.180.152.195,Normal
17,1157,7380,406,336,7182,TCP,65.219.120.121,PortScan
11,29280,894713,784,5275,628289,UDP,198.178.144.51,DDoS
27,2224,21419,330,871,4238,TCP,162.107.50.177,PortScan
69,53,36519,10,35,2374,TCP,74.252.149.133,Normal
175,219,14268,10,73,1968,HTTP,154.11.3.125,Normal
184,296,10863,8,38,503,TCP,93.171.226.158,Normal
15,813,29412,419,538,5360,TCP,232.234.240.207,PortScan
109,403,44337,9,47,4843,HTTP,223.229.144.49,Normal
40,2467,486534,75,403,20534,TCP,131.181.80.141,BruteForce
12,23168,4387555,716,2373,805947,UDP,47.130.214.111,DDoS
134,5003,287450,139,1768,13300,TCP,41.10.210.182,BruteForce
93,189,11244,1,36,1560,HTTP,138.108.228.160,Normal
34,1463,31530,161,557,1681,TCP,175.13.232.202,PortScan
49,4953,11344,500,835,5315,TCP,56.89.101.17,PortScan
20,4909,41541,177,832,6063,TCP,118.100.239.14,PortScan
19,37646,2489041,163,5432,506298,TCP,186.58.219.119,DDoS
47,2400,43903,381,361,1987,TCP,48.148.212.147,PortScan
147,7777,265918,20,1715,43899,TCP,218.86.250.67,BruteForce
52,4188,29084,311,928,7028,TCP,162.203.206.167,PortScan
134,60,8688,8,18,3231,HTTP,94.57.27.91,Normal
8,2380,8212,447,380,3468,TCP,150.56.54.75,PortScan
76,2676,261745,84,1123,22127,TCP,115.116.129.181,BruteForce
71,229,48766,10,94,1789,HTTP,82.116.20.186,Normal
221,190,17344,10,98,2160,TCP,189.132.160.168,Normal
20,38215,3919611,543,9055,760884,TCP,172.225.224.6,DDoS
138,1959,275917,80,1965,24813,TCP,166.251.248.90,BruteForce
6,19241,3010058,803,9962,922139,TCP,72.143.143.145,DDoS
58,6094,468272,168,1631,29444,TCP,222.125.116.33,BruteForce
140,462,2886,9,55,3711,TCP,140.189.142.187,Normal
95,3655,455133,198,413,33522,TCP,218.128.236.255,BruteForce
6,39971,3059533,472,7913,857333,TCP,193.97.201.243,DDoS
14,32247,3986483,810,6787,974480,UDP,3.119.248.62,DDoS
12,547,48121,302,692,1035,TCP,255.75.36.26,PortScan
82,3627,74754,101,463,16097,TCP,58.83.86.196,BruteForce
195,7554,347078,111,1790,34576,TCP,5.71.157.52,BruteForce
17,31812,1678916,762,9562,701139,UDP,222.84.209.124,DDoS
92,287,5967,1,47,326,UDP,203.248.143.253,Normal
51,2564,42266,327,569,2683,TCP,19.32.124.109,PortScan
102,63,15430,5,40,2895,TCP,238.46.50.234,Normal
9,41129,3334391,537,6434,538141,UDP,139.69.201.99,DDoS
243,198,4110,6,20,3170,UDP,189.233.215.100,Normal
18,1003,14931,395,417,2067,TCP,229.186.251.114,PortScan
130,206,37428,9,94,1885,TCP,84.23.180.107,Normal
40,4015,47355,293,751,8220,TCP,114.185.119.34,PortScan
16,20742,3850067,923,9289,932328,TCP,219.150.237.120,DDoS
13,42423,3379746,717,8631,979225,UDP,58.57.253.216,DDoS
156,137,1036,5,20,413,UDP,63.136.98.154,Normal
150,4456,396853,94,864,16077,TCP,79.49.25.230,BruteForce
100,9588,377509,42,779,41085,TCP,210.197.35.85,BruteForce
6,15482,2620414,667,2996,482480,UDP,163.243.186.180,DDoS
31,2364,44634,103,535,8005,TCP,253.99.246.255,PortScan
49,4161,31266,261,263,3035,TCP,114.72.232.204,PortScan
52,4797,18999,447,650,6860,TCP,198.111.160.233,PortScan
15,10591,1264649,173,9636,600976,TCP,201.120.146.148,DDoS
18,45977,2484267,621,7689,221006,TCP,153.65.45.42,DDoS
136,4461,491359,60,1324,41002,TCP,174.39.31.182,BruteForce
10,3486,32838,467,305,6327,TCP,103.244.21.212,PortScan
12,30940,2293294,268,4796,104613,UDP,104.77.69.3,DDoS
156,7081,50715,118,1660,14913,TCP,198.65.191.9,BruteForce
2,20286,2253091,567,2711,657975,TCP,231.234.97.241,DDoS
5,5154,2171325,292,1769,576626,TCP,119.189.81.208,DDoS
82,2988,65797,184,1663,26158,TCP,191.160.161.138,BruteForce
163,4679,426297,112,1810,43476,TCP,129.113.187.185,BruteForce
53,69,36784,2,33,4866,TCP,146.116.156.13,Normal
25,3339,17192,349,612,8416,TCP,255.61.93.116,PortScan
155,411,7687,3,91,3348,HTTP,119.99.217.245,Normal
31,3300,15313,147,869,1314,TCP,255.82.115.243,PortScan
56,4960,10849,125,240,6567,TCP,172.44.232.75,PortScan
6,42745,1442906,735,9756,981010,UDP,201.10.213.137,DDoS
47,3260,44340,208,619,7282,TCP,250.125.155.7,PortScan
81,8213,213780,199,420,10236,TCP,224.206.143.151,BruteForce
56,1512,10331,449,327,7814,TCP,247.94.108.41,PortScan
19,10739,3454390,229,8877,211803,TCP,62.181.119.114,DDoS
120,102,11182,5,70,3474,TCP,246.231.99.214,Normal
11,23470,3658488,879,4151,123998,TCP,31.253.12.125,DDoS
3,16995,3755837,991,1588,861774,TCP,161.175.174.69,DDoS
15,26453,2548894,136,1228,297059,UDP,166.193.203.169,DDoS
14,5597,651708,270,7989,686179,UDP,159.122.67.46,DDoS
42,8910,376702,105,1004,13980,TCP,125.28.118.117,BruteForce
191,1747,134871,88,249,40295,TCP,185.188.230.11,BruteForce
244,461,31260,1,73,4754,UDP,9.132.14.196,Normal
208,492,7789,7,86,1208,HTTP,216.79.46.207,Normal
8,1420,38685,473,847,9338,TCP,173.43.155.182,PortScan
160,2532,314785,86,1030,14081,TCP,133.126.22.59,BruteForce
110,350,30117,7,56,1395,HTTP,108.252.254.184,Normal
191,345,49400,8,90,2728,TCP,142.7.112.170,Normal
19,7880,4892950,297,1621,186708,TCP,224.190.151.105,DDoS
256,300,14454,2,57,2639,HTTP,96.116.6.41,Normal
151,61,18267,2,23,1892,HTTP,199.177.170.144,Normal
7,9806,2254128,560,2368,833556,TCP,10.6.74.15,DDoS
199,373,41796,4,73,933,UDP,30.13.179.98,Normal
5,6778,4321393,539,2204,223486,UDP,203.31.241.146,DDoS
18,30113,4763909,451,6351,410495,UDP,173.76.85.174,DDoS
10,1579,23761,63,495,4095,TCP,143.56.210.158,PortScan
131,3739,171838,169,1558,35179,TCP,233.105.92.141,BruteForce
64,2937,499207,144,523,14235,TCP,37.204.163.222,BruteForce
22,4003,33962,460,668,4252,TCP,156.88.172.145,PortScan
7,5699,4894033,654,2868,474649,UDP,141.96.234.217,DDoS
103,9133,183542,114,698,19965,TCP,215.121.75.57,BruteForce
40,2572,40203,452,453,6478,TCP,79.179.228.3,PortScan
180,190,30574,4,68,3484,HTTP,136.152.225.82,Normal
100,3418,256776,49,1065,31218,TCP,19.109.7.95,BruteForce
6,9466,3958270,832,7363,853466,UDP,150.58.224.181,DDoS
4,22594,1293832,899,7104,309041,TCP,65.109.245.104,DDoS
6,4778,23253,380,676,6129,TCP,49.226.5.43,PortScan
10,45359,2267007,601,4830,526735,TCP,214.119.111.152,DDoS
17,13582,4785691,545,7472,503450,UDP,92.180.10.114,DDoS
59,88,24536,5,80,3472,TCP,1.93.81.29,Normal
73,3294,154998,85,407,29136,TCP,251.214.24.253,BruteForce
17,22237,1386700,624,9221,273180,UDP,204.88.84.139,DDoS
19,1506,9321,185,873,3326,TCP,92.81.107.194,PortScan
48,2153,42452,324,963,2654,TCP,196.106.63.253,PortScan
278,138,20536,4,24,2963,UDP,197.163.39.57,Normal
35,2363,45015,382,585,1727,TCP,134.232.176.168,PortScan
11,3756,46202,80,919,8328,TCP,129.154.40.215,PortScan
35,3538,43159,157,466,5696,TCP,32.95.174.77,PortScan
1,35329,2498611,645,6635,978528,UDP,62.182.180.82,DDoS
295,478,36184,2,100,771,UDP,115.186.85.134,Normal
59,1620,41423,70,711,6142,TCP,159.39.237.83,PortScan
20,32526,1640383,190,9715,525352,TCP,124.248.241.108,DDoS
299,202,17229,7,23,839,HTTP,73.239.146.227,Normal
50,1576,27798,340,832,1549,TCP,51.102.170.16,PortScan
90,109,4925,6,72,3454,UDP,126.159.82.189,Normal
40,3843,8531,78,627,6020,TCP,13.57.243.201,PortScan
19,4816,46706,223,833,3792,TCP,137.55.181.104,PortScan
32,2144,25656,276,399,8683,TCP,177.119.131.231,PortScan
148,3557,231866,93,774,22798,TCP,206.18.175.233,BruteForce
287,218,23024,6,65,3092,UDP,185.9.207.5,Normal
54,2775,257776,179,156,21220,TCP,13.121.10.50,BruteForce
